text,label
"ഈ സിനിമ പതിവുപോലെ ആരംഭിക്കുന്നുണ്ടെങ്കിലും എന്തോ കുഴപ്പം സംഭവിക്കുന്നു, ബഹിരാകാശവാഹനം തകരുന്നു, ആളുകൾ കുടുങ്ങിക്കിടക്കുന്നു തുടങ്ങിയവ. അത് ഇപ്പോഴും കാഴ്ചക്കാരനെ ആകർഷിക്കുകയും ചില പുതിയ ആശയങ്ങൾ അവതരിപ്പിക്കുകയും ചെയ്യുന്നു. തിരക്കഥ കൺഫ്യൂസിങ് ആണ്. കണ്ടിരിക്കാം",0
അഭിനയ നല്ലതാണ് എന്നൽ കഥയിൽ ഉടനീളം ഉള്ള അസഭ്യമായ ഭാഷ മോശം അനുഭവം സൃഷ്ടിക്കുന്നു. എന്നൽ സംവിധാന മികവ് വളരെ നല്ലതാണ്,1
"കശ്യപിന്റെ സംവിധാന മികവ്, അവിസ്മരണീയമായ സംഭാഷണങ്ങളും കഥാപാത്രങ്ങളും നിറഞ്ഞ തിരക്കഥ.ഛായാഗ്രഹണം മോശമായിരുന്നു കാസ്റ്റിംഗ് വളരെ മോശമായി തോന്നി",1
"സിനിമയിലേക്ക് യഥാർത്ഥ ഊർജ്ജമോ ആവേശമോ കൊണ്ടുവരുന്നതിൽ സംവിധായകൻ പരാജയപ്പെട്ടു, അതിന്റെ ഫലമായി മുഷിഞ്ഞതും നിർജീവവുമായ അനുഭവം ഉണ്ടായി. ഗാനങ്ങളും അത്രതന്നെ മങ്ങിയതായിരുന്നു",0
"കൊള്ളാം, ഇത് രാഷ്ട്രീയ കൃത്യതയ്ക്കും തീവ്ര ലിബറലിസത്തിനും ഉള്ള ഒരു വാഹനമാണോ അതോ മറ്റെന്താണ്? യഥാർത്ഥ ജീവിതത്തിൽ ഒരു ഉറച്ച ഫെമിനിസ്റ്റ് ആയതിനാൽ, അവൾ ഈ സ്ക്രിപ്റ്റ് വിലമതിച്ചിരിക്കണം. പക്ഷെ സ്ക്രിപ്റ്റ് പ്രതീക്ഷിച്ചത്ര നന്നായില്ല . പാട്ടുകൾ കൊഴപ്പമില്ല. .",1
സംവിധായകനിൽ നിന്ന് എനിക്ക് വളരെ ബോറടിപ്പിക്കുന്നതും മോശമായതും തോന്നി. എന്തുകൊണ്ടാണ് അദ്ദേഹം ഇത്തരമൊരു സിനിമ നിർമ്മിച്ചത് എന്നത് ഇപ്പോഴും ഒരു വലിയ ചോദ്യമാണ്. ഈ സിനിമയുടെ മറ്റൊരു വലിയ പോരായ്മ അഭിനേതാക്കളുടെ മോശം പ്രകടനമാണ്. അവരെല്ലാം ഏറ്റവും മോശമായ രീതിയിലാണ് പ്രകടനം നടത്തിയത്.,0
ചില ഹോളിവുഡ് സിനിമകളിൽ കണ്ടിട്ടുള്ള ആണെങ്കിലും മലയാളത്തിൽ ഇതാദ്യമായാണ് അവതരപ്പിച്ചത് എന്നത് ഈ പുതുമുഖ സംവിധായകനെ പ്രശംസനീയാർഹമാക്കുന്നു. പ്രേക്ഷകനെയും കഥയിലെ മറ്റൊരു കഥാപാത്രത്തെയും 2 കഥാപാത്രങ്ങൾ തമ്മിലുള്ള പെരുമാറ്റത്തിൽ നിന്നും സംസാരത്തിൽ നിന്നും ആര് പറയുന്നതാണ് സത്യം എന്നതിനെ കുറിച് മാനസികമായി സംശയത്തിലാഴ്ത്തുക എന്നതാണ് ഈ സിനിമയുടെ പ്ലോട്ട് . എന്നാലും ഭയങ്കര മോശം ബാക്ക്ഗ്രൗണ്ട് മ്യൂസിക് ആയിരുന്നു. വ്യത്യസ്ത കൾ ചർച്ച ചെയ്യുന്ന സിനിമകൾക്ക് സ്വാഭാവികമായും വരാവുന്ന പോരായ്മകൾ മാറ്റി നിർത്തിയാൽ നല്ലൊരു സിനിമ തന്നെയാണ് ഇരുൾ.,1
"സംവിധാനം കഴിവുള്ളതായിരുന്നു, ഗാനങ്ങൾ ആകർഷകമായിരുന്നു, പക്ഷേ കാസ്റ്റിംഗ് പൊരുത്തമില്ലാത്തതായിരുന്നു. മികച്ച ഛായാഗ്രഹണം ആയിരുന്നു. ക്യാമറാമാൻ സ്വന്തം കഴിവ് തെളിയിച്ചു.",1
"അഭിനയം, കാസ്റ്റിംഗ്, എഡിറ്റിംഗ് സംവിധാനം സംഗീതം എല്ലാം മോശം",0
"ജയസൂര്യയുടെയും ജാഫർ ഇടുക്കിയുടെയും മികച്ച പ്രകടനത്തിൽ നിന്ന് വിചിത്രമായ തലക്കെട്ടുള്ള ഈശോ പ്രയോജനം നേടുന്നു, പക്ഷേ കഥപറച്ചിൽ ശൈലി ഒരു വലിയ പരാജയമാണ്. സ്ക്രിപ്റ്റിൽ ഒരു ചെറിയ സസ്പെൻസ് പോലും ഇല്ല, മാത്രമല്ല പ്ലോട്ടിലെ ഓരോ ട്വിസ്റ്റും തിരിവും മനസ്സിലാക്കാൻ ശരാശരി ത്രില്ലർ പ്രേക്ഷകന് കഴിയണം.",0
"ഈ കോമഡി ഡ്രാമ ഫാസിലിന്റെ ജനപ്രിയ സൃഷ്ടികളിൽ ഒന്നാണ്. ഒരേ സ്ത്രീയെ പ്രണയിക്കുന്ന രണ്ട് സുഹൃത്തുക്കളെ ചുറ്റിപ്പറ്റിയാണ് സിനിമയുടെ ഇതിവൃത്തം. ഛായാഗ്രഹണം ഊർജ്ജസ്വലമാണ്, മമ്മൂട്ടി, മോഹൻലാൽ, ജൂഹി ചൗള എന്നിവരുടെ കാസ്റ്റിംഗ് മികച്ചതാണ്. കഥ ലളിതമാണ്, ഫാസിലിന്റെ സംവിധാനവും രസകരമാണ്. തിരക്കഥ രസകരവും പ്രേക്ഷകരെ ആകർഷിക്കുന്നതുമാണ്.",1
പ്രേക്ഷകനെ ഇടപഴകാൻ ആവശ്യമായ മൗലികതയും ആഴവും ഇല്ലാത്ത കഥ ആസൂത്രിതവും പ്രവചനാതീതവുമാണെന്ന് തോന്നുന്നു.,0
"കഥാപാത്രങ്ങൾ ഏകമാനവും താൽപ്പര്യമില്ലാത്തതുമായിരുന്നു, അവരുടെ യാത്രയെക്കുറിച്ചോ പ്രചോദനങ്ങളെക്കുറിച്ചോ ശ്രദ്ധിക്കുന്നത് ബുദ്ധിമുട്ടാണ്. തിരക്കഥ നന്നായില്ല",0
"തിരക്കഥ വളരെ ദുർബലമാണ്, അത് സ്ഥാപിച്ച കാലഘട്ടത്തിന്റെ ആത്മാവ് പകർത്തുന്നതിൽ പരാജയപ്പെടുന്നു.",0
മോശമായി എഴുതിയ സംഭാഷണങ്ങളും പ്രേക്ഷക ശ്രദ്ധ പിടിച്ചുപറ്റുന്നതിൽ പരാജയപ്പെടുന്ന രംഗങ്ങളുമുള്ള തിരക്കഥ ദുർബലമാണ്.,0
"ഞാൻ ഇത് ഡിവിഡിയിൽ ഒരു ഡോളറിന് പരിശോധിച്ചു, അതിനാൽ ഈ ഭയാനകമായ സിനിമ തുറക്കുമ്പോൾ എനിക്ക് എളുപ്പത്തിൽ പുഞ്ചിരിക്കാമായിരുന്നു. അത് കൂടുതൽ വഷളാക്കാൻ കഴിയില്ലെന്ന് നിങ്ങൾ കരുതുന്ന ഓരോ തവണയും അത് അനിവാര്യമായും സംഭവിക്കുന്നു. അഭിനയം തികച്ചും ഭീകരമാണ്. ഇതിവൃത്തത്തിന് യാതൊരു അർത്ഥവുമില്ല. യുഎസ് ഡിവിഡി പതിപ്പിലെ തണുത്ത പ്രതികാരം എന്ന തലക്കെട്ടിന് തിരക്കഥയുമായി യാതൊരു ബന്ധവുമില്ല. ആക്ഷൻ രംഗങ്ങൾ അവരുടെ ആദ്യ ടേക്കിൽ വളരെ വ്യക്തമായി എടുത്തിട്ടുണ്ട്. ഈ സിനിമയെ താങ്ങാനാവുന്നതാക്കി മാറ്റാൻ മറ്റൊരു ടേക്ക് ചെയ്യാൻ ഉദ്ദേശിക്കുന്നില്ലെന്ന് സൂചിപ്പിക്കുന്ന ഡയലോഗുകൾക്കിടയിൽ ധാരാളം തെറ്റുകൾ ഉണ്ട്. ഭയങ്കര മോശം സിനിമാട്ടോഗ്രഫി ആയിരുന്നു ഇതിൽ. കാണാൻ ഒട്ടും സുഖം തോന്നിയില്ല.",0
കഥയിൽ പാളിച്ചകൾ സംഭവിച്ചിട്ടുണ്ട്. കഥാപാത്രങ്ങളെ തിരഞ്ഞെടുത്തത് നല്ലതായിരുന്നു.സംവിധാനവും മികച്ച രീതിയിൽ ഉള്ളതായിരുന്നു,1
മികച്ച തിരക്കഥ ആണ് ഈ ചിത്രത്തിൻ്റെ നട്ടെല്ല്. മലയാള സിനിമ എന്ന് വരെ കണ്ടതിൽ നിന്നും വേറിട്ട ഒരു ക്രൈം ത്രില്ലെർ ചിത്രം ആണ് ദൃശ്യം. ജീത്തു ജോസഫിൻ്റെ സംവിധാനവും എടുത്ത് പറയേണ്ട ഒന്നാണ്.ചിത്രത്തിൻ്റെ സംഗീതവും സാഹചര്യത്തിന് ചേർന്നതായിരുന്നു. പടത്തിലെ അഭിനേതാക്കൾ എല്ലാം തന്നെ അവരുടെ മികച്ച പ്രകടനങ്ങൾ കാഴ്ചവെചിട്ടുണ്ട്.,1
ഒരു മികച്ച കഥയെ ഏറ്റവും മോശമായി എങ്ങനെ സംവിധാനം ചെയ്യാം എന്നതിന് ഉത്തമ ഉദാഹരണമാണ് ഒടിയൻ. വളരെ നിരാശ തോന്നിയ ചിത്രം.,1
"ഭാര്യയെ തട്ടിക്കൊണ്ടുപോയ കുപ്രസിദ്ധ കുറ്റവാളിയെ പോലീസ് ഉദ്യോഗസ്ഥൻ പിന്തുടരുന്നതിനെ തുടർന്നുള്ള ഒരു ക്രൈം ഡ്രാമ ചിത്രമാണ് രാവൺ. സന്തോഷ് ശിവന്റെ ഛായാഗ്രഹണം മികച്ചതാണെങ്കിൽ, സംഗീതം എ.ആർ. മണിരത്നവുമായുള്ള മുൻ സഹകരണങ്ങൾ പോലെ റഹ്മാൻ അവിസ്മരണീയനല്ല. പ്രധാന അഭിനേതാക്കളുടെ പ്രകടനങ്ങൾ പൊരുത്തമില്ലാത്തതാണ്, മണിരത്നത്തിന്റെയും വിജയ് കൃഷ്ണ ആചാര്യയുടെയും ചിത്രത്തിന്റെ തിരക്കഥ ഇഴചേർന്നതും യോജിപ്പില്ലാത്തതുമാണ്. മണിരത്നത്തിന്റെ സംവിധാനവും അടിപൊളിയാണ്, കൂടാതെ സിനിമ ആസൂത്രിതവും മെലോഡ്രാമാറ്റിക് ആയി തോന്നുന്നു.",1
"കായംകുളം കൊച്ചുണ്ണി 2018 ഛായാഗ്രാഹകൻ ബിനോദ് പ്രധാൻ മനോഹരമായി പകർത്തിയ പത്തൊൻപതാം നൂറ്റാണ്ടിലെ കേരളത്തിലെ അതിമനോഹരമായ ദൃശ്യങ്ങൾ ചിത്രത്തിലുണ്ട്. നായകൻ നിവിൻ പോളി ഉജ്ജ്വലമായ പ്രകടനം കാഴ്ചവച്ചു, ഒപ്പം സഹതാരങ്ങളും തങ്ങളുടെ റോളുകളോട് നീതി പുലർത്തി. അടിച്ചമർത്തപ്പെട്ട വിഭാഗങ്ങൾക്കിടയിൽ നാടോടി നായകനായി മാറുന്ന ഒരു ഇതിഹാസ കള്ളന്റെ ജീവിതം. സാമൂഹ്യനീതി, അടിച്ചമർത്തൽ, കലാപം തുടങ്ങിയ പ്രമേയങ്ങളാണ് കഥ കൈകാര്യം ചെയ്യുന്നത്. രഞ്ജിത്തിന്റെ സംവിധാനം മികവുറ്റതായിരുന്നു, കഥാപാത്രങ്ങളുടെ വികാരങ്ങൾ മനോഹരമായി പുറത്തെടുക്കാൻ അദ്ദേഹത്തിന് കഴിഞ്ഞു. പ്രേക്ഷകരെ പിടിച്ചിരുത്തുന്ന ആകർഷകമായ സംഭാഷണങ്ങളാൽ നന്നായി തയ്യാറാക്കിയ തിരക്കഥ.",1
"ഗിരീഷ് ഗംഗാധരൻ എന്ന ഛായാഗ്രഹകൻ ഉണ്ടായിരുന്നില്ലെങ്കിൽ എന്ന് ചിന്തിച്ചു പോവും വിധമാണ് പ്രേക്ഷകരെയും കൊണ്ട് സിനിമയിൽ ഉടനീളം കൊണ്ടു പോകുന്നത്. ഒട്ടനവധി പ്രയാസം ആവുന്ന വിധം അഭിനയ ഭാഗങ്ങൾ ഉണ്ടാവുകയും, എല്ലാ തരത്തിലുള്ള കഥാപാത്രങ്ങളും ഒരുപോലെ ഈ സിനിമയെ മറ്റു സിനിമകളിൽ നിന്നും തികച്ചും അന്യനിർത്തുന്നു. സംവിധാന രീതി ഈ സിനിമയെ എടുത്തു പറയേണ്ട ഒരു വസ്തുതയാണ്.",1
"ഇതൊരു നല്ല സിനിമയാണ്. കെവിൻ മക്കിഡിന്റെ കഥാപാത്രം സിനിമയിലുടനീളം വിശ്വസനീയമാണ്. അവനെ വെറുക്കാനും പിന്നീട് അവനോട് സഹതപിക്കാനും ഞങ്ങൾ നിർബന്ധിതരാകുന്നു. റോബർട്ടയായി വേഷമിട്ട പോള സേജും മികച്ച പ്രകടനമാണ് കാഴ്ചവെച്ചത്. ഇത് ചിന്തോദ്ദീപകവും വികാരനിർഭരവുമാണ്. അതിനുള്ള കടപ്പാട് സംവിധായകൻ അലിസൺ പീബിൾസിനും എഴുത്തുകാരി ആൻഡ്രിയ ഗിബിനും. വളരെ മൂല്യവത്തായ ഒരു കാഴ്ച. ഒരു ഡോക്യുമെന്ററി ശൈലിയിൽ വസ്തുതകൾ വിവരിക്കുന്നതിനുപകരം, വിഷയത്തിൽ വേണ്ടത്ര താൽപ്പര്യം ഉണർത്തിക്കൊണ്ട്, സിനിമയുടെ വേഗത ശരിയാണ്. ശുപാർശ ചെയ്തിരിക്കുന്നു. പാട്ടുകൾ എല്ലാം തന്നെ വളരെ മോശമായാണ് തോന്നിയത്. കേൾക്കാൻ ഇമ്പമില്ലാത്ത സംഗീതമായിരുന്നു.",1
"നിങ്ങൾക്ക് നല്ല അനുഭവം നൽകുന്ന ചില സിനിമകളുണ്ട്. അവയിലൊന്നാണ് ഇത് ലളിതമായ ഒരു കഥാസന്ദർഭം, എന്നാൽ മികവോടെ അവതരിപ്പിക്കുന്നു. ഛായാഗ്രഹണം, വിശദാംശം, അഭിനയം എന്നിവയെല്ലാം മികച്ചതാണ്. ഞാൻ ഫഹദിന്റെ വലിയ ആരാധകനാണ്, ഇതിന് ശേഷം ആ തോന്നൽ കൂടുതൽ ശക്തമാകുന്നു. ഒരു നല്ല സിനിമ സൃഷ്ടിക്കാൻ നിങ്ങൾക്ക് ഒരു ആക്ഷൻ രംഗമോ നൃത്തമോ ഐറ്റം ഗാനമോ ആവശ്യമില്ല. നിങ്ങൾക്ക് വേണ്ടത് ശരിയായ കാസ്റ്റിംഗും സംവിധാനവും ഉള്ള ഒരു സ്ക്രിപ്റ്റ് ആണ്.",1
നെവിൻ പോളി ഒരു ജോക്കറെ പോലെയാണ്. നയൻതാര നല്ലവളായിരുന്നു. കഥയിലും സംവിധാനത്തിലും ഈ ചിത്രം തീർത്തും പരാജയമായിരുന്നു. പാഴായ സമയം,0
"ഗുരു ദത്തിന്റെ സംവിധാനം പലപ്പോഴും പ്രശംസിക്കപ്പെടുമ്പോൾ, സാഹിബ് ബീബി ഔർ ഗുലാം എന്നതിലെ അദ്ദേഹത്തിന്റെ കൃതി അസമത്വവും വിയോജിപ്പും അനുഭവപ്പെടുന്നു.സിനിമയുടെ പോക്കിംഗ് മന്ദഗതിയിലാണ്, ആഖ്യാനത്തിന് അദ്ദേഹത്തിന്റെ മുൻകാല സൃഷ്ടികളുടെ ശ്രദ്ധയും യോജിപ്പും ഇല്ല.",0
"നല്ല രീതിയിൽ എഴുതിയ തിരക്കഥ, മൂർച്ചയുള്ള സംഭാഷണങ്ങൾ, സമർത്ഥമായി ചിട്ടപ്പെടുത്തിയ രംഗങ്ങൾ എന്നിവ പ്രേക്ഷകനെ അവസാനം വരെ ആകർഷിക്കുന്നു.",1
മുദൽവൻ 1999 അർജുൻ സർജയും മനീഷ കൊയ്രാളയും പ്രധാന വേഷങ്ങളിൽ അഭിനയിച്ച ഒരു പൊളിറ്റിക്കൽ ത്രില്ലർ ചിത്രമാണ് മുദൽവൻ. സുജാത രംഗരാജന്റെ തിരക്കഥയിൽ ശങ്കറിന്റെ സംവിധാനവും മികച്ചതാണ്. സംഗീതം എ.ആർ. റഹ്മാനും മികച്ചതാണ്.,1
"ഷിമിത് അമീന്റെ സംവിധാനം പ്രചോദനമില്ലാത്തതാണ്, മാത്രമല്ല കഥയിലും അഭിനേതാക്കളിലും മികച്ചത് പുറത്തെടുക്കുന്നതിൽ പരാജയപ്പെടുന്നു.ദൃശ്യങ്ങൾ പരന്നതും പ്രചോദനമില്ലാത്തതുമായി അനുഭവപ്പെടുന്നു, കഥയുടെയും കഥാപാത്രങ്ങളുടെയും സങ്കീർണ്ണത പകർത്തുന്നതിൽ പരാജയപ്പെടുന്നു.",0
"നല്ല ചിരി വേണമെങ്കിൽ സൂപ്പർ ട്രൂപ്പേഴ്സിനെ ഞാൻ വളരെ ശുപാർശചെയ്യും. തിരക്കഥയും അടിപൊളി. എന്റെ അഭിപ്രായം മാത്രം, എല്ലാവർക്കും അവരുടേതായ അഭിപ്രായം ഉണ്ട്",1
"സാവധാനത്തിലാണ് സിനിമ തുടങ്ങുന്നതെങ്കിലും അവസാനം അതിന്റെ തീവ്രത നേടുകയും പ്രേക്ഷകനെ സിനിമയിലേക്ക് ഒതുക്കി നിർത്തുകയും ചെയ്യുന്നു. ഫഹദ്, നിമിഷ, വിനയ് തുടങ്ങി ഏതാണ്ടെല്ലാവരുടെയും ശക്തമായ അഭിനയം ഈ ചിത്രത്തെ കൂടുതൽ കരുത്തുറ്റതാക്കുന്നു. ഛായാഗ്രഹണവും സംവിധാനവും മികച്ചതാണ്, മഹേഷ് നാരായണന് അഭിനന്ദനങ്ങൾ. ഞാൻ പറഞ്ഞതുപോലെ, ഇതൊരു ദൈർഘ്യമേറിയ സിനിമയാണ്, അലിക്ക ഒരു പ്രധാന കഥാപാത്രമാണ്, പക്ഷേ അദ്ദേഹത്തിന്റെ വേഷത്തിന്റെ ചിത്രീകരണം ചില ഘട്ടങ്ങളിൽ അൽപ്പം പിന്നിലാണ്, സിനിമയുടെ അവസാന ഘട്ടത്തിൽ അദ്ദേഹത്തിന്റെ പ്രവർത്തനങ്ങൾ ചിത്രീകരിക്കാൻ വളരെ ചെറിയ സീക്വൻസ് നൽകിയിട്ടുണ്ട്, അത് മെച്ചപ്പെടുത്താമായിരുന്നുവെന്ന് എനിക്ക് തോന്നി.",1
"ചാനൽ സർഫിംഗിനിടെ ഞാൻ ഈ സിനിമയിൽ ഇടറിവീണു. ഇത് ഇവിടെ ഓസ്ട്രേലിയയിൽ അധികം അറിയപ്പെടാത്ത ഒരു ഷോർട്ട് ഫിലിം പ്രോഗ്രാമിൽ സംപ്രേക്ഷണം ചെയ്യുകയായിരുന്നു.ഒരു സിനിമ എന്നെ ഇത്രയധികം ആകർഷിച്ചിട്ട് വളരെക്കാലമായി, പ്രത്യേകിച്ച് ഹ്രസ്വചിത്രം. കഥയുടെ ശക്തിയും അഭിനയത്തിന്റെ മികവും അതിശയിപ്പിക്കുന്ന ഛായാഗ്രഹണവും... കൊള്ളാം. ഇത് ലഭ്യമാണെങ്കിൽ, അത് എന്റെ ഡിവിഡി ശേഖരത്തിൽ വളരെ യോഗ്യമായ ഒരു കൂട്ടിച്ചേർക്കലായി മാറും. നിസംശയമായും ഞാൻ മതിപ്പുളവാക്കി, ജോഷ്വ ലിയോനാർഡ്സിന്റെ അടുത്ത ചിത്രത്തിനായി ഞാൻ കാത്തിരിക്കും. അസാധാരണമായ ഒരു അനുഭവം 1010",1
"കഥ യഥാർത്ഥമായിരുന്നു, പക്ഷേ കാസ്റ്റിംഗ് തെറ്റായി തോന്നി",1
ലാലേട്ടന്റെയും ലാലു അലക്സിന്റെയും പ്രകടനമാണ് ഈ സിനിമയുടെ നട്ടെല്ല്.ഒരു ദുർബലമായ തിരക്കഥ ഉള്ള സിനിമയെ കാണാവുന്ന സിനിമ ആക്കിയതിൽ പൃഥ്വിയുടെ സംവിധാനവും നല്ല പങ്കുണ്ട്...,1
സംവിധാനം എം.മണികണ്ഠന്റെ സംവിധാനത്തിന് മടുപ്പ് അനുഭവപ്പെടുകയും കഥയ്ക്ക് ആഴം കൂട്ടുന്നതിൽ പരാജയപ്പെടുകയും ചെയ്യുന്നു.,0
"മാജിക് എന്ന് പറഞ്ഞാൽ ഇതൊക്കെ ആണ്...2 മണിക്കൂർ സിനിമയിൽ ഒരു മിനുട്ട് പോലും ലാഗ് തോന്നിയില്ല..ഏതോ മഴയിൽ പാട്ട് ഒക്കെ വന്നു പോയത് പോലും അറിഞ്ഞില്ല.തികഞ്ഞ പ്ലെയ്സ്മെന്റ്, മികച്ച സംവിധാനം.കണ്ട് കൊണ്ടിരുന്നപ്പോൾ തീർന്നുപോകരുതേ എന്ന് ആഗ്രഹിച്ച വളരെ ചുരുക്കം സിനിമകളിൽ ഒന്ന്...അവസാനം ചിത്ര ചേച്ചിയുടെ പാട്ട് കൂടെ ആയപ്പോൾ",1
"ഈ ചിത്രത്തിലെ കാസ്റ്റിംഗ് നിരാശാജനകമാണ്. അഭിനേതാക്കൾ ബോധ്യപ്പെടുത്തുന്ന പ്രകടനങ്ങൾ അവതരിപ്പിക്കുന്നതിൽ പരാജയപ്പെടുന്നു, അവരുടെ കഥാപാത്രങ്ങളെ പൂർണ്ണമായി ഉൾക്കൊള്ളാൻ ആവശ്യമായ ശ്രേണിയും ആഴവും ഇല്ല. കഥയുടെ വൈകാരിക ആഘാതത്തെ തുരങ്കം വയ്ക്കുന്ന നഷ്ടമായ അവസരമാണിത്.",0
"ഷാഹിദ് കപൂറും കരീന കപൂറും നയിക്കുന്ന അഭിനേതാക്കൾ, കഥാപാത്രങ്ങളെ ആധികാരികവുമാക്കുന്ന മികച്ച പ്രകടനങ്ങൾ നൽകുന്നു.സംവിധായകൻ തൻറെ ജോലി ചെയ്തില്ല എന്ന് തോന്നി.തിരക്കഥ നന്നായിരുന്നെങ്കിൽ സിനിമ കുറച്ചുകൂടി നന്നാവുമായിരുന്നു.",0
തിരക്കഥ മോശമായി എഴുതിയതിനാൽ ഒരു സ്വാധീനവും സൃഷ്ടിക്കുന്നതിൽ പരാജയപ്പെടുന്നു.,0
ലക്ഷ്യബോധമോ ദിശാബോധമോ ഇല്ലാതെ രംഗങ്ങളിലൂടെ ഇടറിവീഴുന്ന അഭിനേതാക്കളും സംവിധായകനെപ്പോലെ നഷ്ടപ്പെട്ടതായി തോന്നി. പ്രദർശനത്തിൽ ഇത്രയും പ്രതിഭയുടെ അഭാവത്തിന് സാക്ഷ്യം വഹിക്കുന്നത് വേദനാജനകമായ അനുഭവമായിരുന്നു.,0
പ്രേക്ഷകരെ പിടിച്ചിരുത്തുന്ന കഥ. മികച്ച സംവിധാനം. എന്നാലും ഭയങ്കര മോശം ബാക്ക്ഗ്രൗണ്ട് മ്യൂസിക് ആയിരുന്നു.,1
"മോശം സംവിധാനവും ദുർബലമായ അഭിനയവും സിനിമയ്ക്ക് തിരിച്ചടിയായി. രംഗങ്ങൾ വിയോജിപ്പുള്ളതായി തോന്നി, അഭിനേതാക്കൾ നഷ്ടപ്പെട്ടതായി കാണപ്പെട്ടു, അവരുടെ വരികൾ ചെറിയ ബോധ്യമോ വികാരമോ ഇല്ലാതെ അവതരിപ്പിച്ചു. ഇത് നിരാശാജനകമായ ഒരു കോമ്പിനേഷനായിരുന്നു, അത് വിവാഹനിശ്ചയം തുടരുന്നത് ബുദ്ധിമുട്ടാക്കി",0
സംവിധായകരുടെ കഴിവുകേടും അഭിനേതാക്കളുടെ മോശം പ്രകടനങ്ങൾ മാത്രമായിരുന്നു ഈ സിനിമ. ഈ ദുരന്തത്തെ അതിജീവിക്കാൻ ആർക്കും കഴിഞ്ഞത് ഒരു അത്ഭുതമാണ്.,0
"അക്ഷയ് കുമാറും വിദ്യാ ബാലനും പ്രധാന വേഷങ്ങളിൽ അഭിനയിച്ച ഒരു ഹൊറർകോമഡി ചിത്രമാണ് ഭൂൽ ഭുലയ്യ. മലയാളത്തിലെ മണിച്ചിത്രത്താഴ് എന്ന ചിത്രത്തിന്റെ റീമേക്കാണ് ചിത്രം. ഛായാഗ്രഹണം ഭയാനകമായ അന്തരീക്ഷവും പ്രേതത്തിന്റെ വേട്ടയാടുന്ന സാന്നിധ്യവും ഒപ്പിയെടുക്കുന്നു. കാസ്റ്റിംഗ് മികച്ചതാണ്, അക്ഷയ്വിദ്യ തമ്മിലുള്ള കെമിസ്ട്രി മികച്ചതാണ്. പ്രിയദർശന്റെ സംവിധാനം ആകർഷകമാണ്, കൂടാതെ തിരക്കഥ ത്രില്ലിംഗും രസകരവുമാണ്, ഇത് ഇന്ത്യൻ സിനിമയിലെ ഏറ്റവും മികച്ച ഹൊറർകോമഡി ചിത്രങ്ങളിലൊന്നായി മാറുന്നു.",1
"ക്ഷമിക്കണം റാൻഡി. എനിക്ക് നിങ്ങളുടെ കോമഡി ഇഷ്ടമാണ്, എന്നാൽ ഈ സാഹചര്യത്തിൽ നിങ്ങൾ ശരിക്കും ഒരു ഗോൾഡൻ ടർക്കി മുട്ടയാണ് ഇട്ടത്.പ്ലോട്ട് എന്റെ ചർമ്മത്തിന്റെ ഒരു പാളിയേക്കാൾ കനം കുറഞ്ഞതായിരുന്നു. ഒരു ഭീമൻ റെഡ്വുഡിനേക്കാൾ മോശമായ അഭിനയം. ഡയറക്ഷൻ നിലവിലില്ലായിരുന്നുവെന്ന് ഞാൻ കരുതുന്നു.",0
മോഹൻലാൽ എന്ന മകൻറെ സിനിമ എന്നത് ഒഴിച്ചാൽ സാധാരണ ഒരു റൊമാൻറിക് മൂവിയിൽ ഒരുക്കി നിർത്താവുന്ന ഒരു സിനിമയാണ്. സംഗീതം വളരെയധികം ആസ്വാദകരെ ഈ സിനിമയിലേക്ക് ആകർഷിച്ചു. വിനീത് ശ്രീനിവാസൻ എന്ന ലേബൽ ഒരിക്കൽ കൂടി സിനിമ വ്യവസായത്തിൽ മുതൽക്കൂട്ടാണ് എന്ന് തെളിയിച്ചു.,1
"ഈ ചിത്രം വാടകയ്ക്കെടുക്കാൻ വിഷമിക്കേണ്ട കാര്യമില്ല. ഓപ്പണിംഗ് ക്രെഡിറ്റുകളിൽ നിന്ന്, ഞാൻ കുഴപ്പത്തിലാണെന്ന് എനിക്ക് മനസ്സിലായി. ഇതൊരു സോഫ്റ്റ് പോൺ സിനിമ പോലെയാണ് ചിത്രീകരിച്ചത്, പക്ഷേ ശരിക്കും അതിൽ ലൈംഗികതയൊന്നും ഇല്ല. സെക്സ് ആസക്തിയുടെ ലോകത്തേക്കുള്ള കാഴ്ച കൗതുകകരമാണ്, പക്ഷേ ഒരു പോയിന്റ് വരെ മാത്രം. എഡ് ബെഗ്ലി ജൂനിയറിന്റെയും റോസന്ന ആർക്വെറ്റിന്റെയും വിരസമായ ലൈംഗിക രംഗങ്ങളും മോശം പ്ലോട്ടും അതിഥി വേഷങ്ങളും ഈ സിനിമയെ രക്ഷിക്കാൻ പര്യാപ്തമല്ല. .",0
മികച്ച സംവിധാനം മികച്ച ഗാനങ്ങൾ,1
"ഛായാഗ്രഹണം ശരാശരിയാണ്, കഥയുടെ സത്ത ഉൾക്കൊള്ളുന്നതിൽ പരാജയപ്പെട്ടു.",0
"കെ. ബാലചന്ദറിന്റെ സംവിധാനം അദ്ദേഹത്തിന്റെ പതിവ് നിലവാരം പുലർത്തുന്നില്ല, തിരക്കഥ മോശമായി എഴുതിയിരിക്കുന്നു.",0
